text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
joint stiffness bone weakness fatigue pale skin dizziness low hemoglobin anemia shortness of breath pregnancy issues anemia weakness general discomfort,0,0,1,1,0,1,0,0,0,0
without muscle weakness bone pain fractures general discomfort,0,0,0,0,0,0,0,0,0,0
eye irritation sore throat,0,0,0,0,1,0,0,0,0,0
low sunlight back pain no prior illness reported,0,0,0,0,0,0,0,0,1,0
loss of appetite frequent infections hair loss slow growth poor immunity sore throat cracked lips skin rash eye irritation fatigue,0,0,0,0,1,0,0,0,0,1
muscle cramps bone weakness brittle nails skin rash sore throat eye irritation shortness of breath fatigue pale skin anemia dizziness low hemoglobin patient visited clinic yesterday,0,0,1,1,1,0,0,0,0,0
brittle nails joint stiffness muscle cramps pregnancy issues fatigue no prior illness reported,0,0,1,0,0,1,0,0,0,0
skin rash sore throat anemia fatigue poor diet pregnancy issues weakness no prior illness reported,0,0,0,0,1,1,0,0,0,0
loss of appetite poor immunity hair loss fatigue shortness of breath dizziness mild headache after travel,0,0,0,1,0,0,0,0,0,1
thyroid swelling neck enlargement weight gain pale skin anemia shortness of breath dizziness low hemoglobin no muscle cramps tooth decay no prior illness reported,1,0,0,1,0,0,0,0,0,0
goiter thyroid swelling neck enlargement fatigue hormone imbalance weight gain mild headache after travel,1,0,0,0,0,0,0,0,0,0
fatigue eye irritation skin rash pregnancy issues weakness fatigue,0,0,0,0,1,1,0,0,0,0
slow healing weak immunity scurvy bleeding gums joint pain no fatigue weakness poor diet eye irritation skin rash fatigue sore throat,0,0,0,0,1,0,1,0,0,0
without skin rash eye irritation fatigue cracked lips sore throat not weak immunity slow healing scurvy,0,0,0,0,0,0,0,0,0,0
dizziness pale skin low hemoglobin anemia fatigue muscle cramps tooth decay bone weakness joint stiffness brittle nails poor diet fatigue pregnancy issues mild headache after travel,0,0,1,1,0,1,0,0,0,0
coordination issues vision problems nerve damage bone pain low sunlight muscle weakness fractures eye irritation cracked lips,0,1,0,0,1,0,0,0,1,0
skin rash sore throat eye irritation patient visited clinic yesterday,0,0,0,0,1,0,0,0,0,0
no pregnancy issues anemia muscle weakness nerve damage coordination issues immune weakness brittle nails tooth decay joint stiffness bone weakness muscle cramps general discomfort,0,1,1,0,0,0,0,0,0,0
back pain muscle weakness fractures low sunlight without neck enlargement hormone imbalance goiter thyroid swelling weight gain,0,0,0,0,0,0,0,0,1,0
irritability depression confusion mood changes nerve issues muscle weakness low sunlight bone pain back pain fractures muscle cramps brittle nails bone weakness joint stiffness routine checkup,0,0,1,0,0,0,0,1,1,0
without nerve damage muscle weakness coordination issues not hair loss poor immunity frequent infections loss of appetite slow growth,0,0,0,0,0,0,0,0,0,0
hair loss poor immunity loss of appetite without vision problems nerve damage confusion nerve issues depression irritability mood changes,0,0,0,0,0,0,0,1,0,1
poor immunity slow growth loss of appetite frequent infections hair loss goiter weight gain fatigue thyroid swelling,1,0,0,0,0,0,0,0,0,1
nerve issues depression confusion irritability mood changes poor diet fatigue anemia pregnancy issues no prior illness reported,0,0,0,0,0,1,0,1,0,0
without pregnancy issues fatigue poor diet weakness,0,0,0,0,0,0,0,0,0,0
bleeding gums joint pain low sunlight bone pain fractures back pain muscle weakness muscle cramps brittle nails tooth decay no prior illness reported,0,0,1,0,0,0,1,0,1,0
tooth decay bone weakness brittle nails muscle cramps immune weakness nerve damage vision problems coordination issues muscle weakness,0,1,1,0,0,0,0,0,0,0
skin rash sore throat eye irritation cracked lips fatigue,0,0,0,0,1,0,0,0,0,0
brittle nails joint stiffness muscle cramps bone weakness nerve damage immune weakness vision problems muscle weakness poor diet anemia weakness general discomfort,0,1,1,0,0,1,0,0,0,0
confusion nerve issues depression slow healing bleeding gums scurvy weak immunity joint pain hair loss poor immunity loss of appetite slow growth,0,0,0,0,0,0,1,1,0,1
fatigue anemia dizziness routine checkup,0,0,0,1,0,0,0,0,0,0
nerve issues confusion depression mood changes irritability cracked lips skin rash eye irritation routine checkup,0,0,0,0,1,0,0,1,0,0
anemia dizziness pale skin patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,0
low hemoglobin shortness of breath dizziness routine checkup,0,0,0,1,0,0,0,0,0,0
fatigue skin rash tooth decay joint stiffness muscle cramps bone weakness,0,0,1,0,1,0,0,0,0,0
without frequent infections hair loss goiter hormone imbalance thyroid swelling neck enlargement fatigue not poor diet weakness pregnancy issues patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
joint pain scurvy bleeding gums slow healing,0,0,0,0,0,0,1,0,0,0
anemia poor diet fatigue weakness pregnancy issues irritability confusion nerve issues depression mood changes no prior illness reported,0,0,0,0,0,1,0,1,0,0
bone pain back pain low sunlight fractures sore throat skin rash no prior illness reported,0,0,0,0,1,0,0,0,1,0
not depression irritability confusion weakness poor diet pregnancy issues anemia mild headache after travel,0,0,0,0,0,1,0,0,0,0
muscle weakness bone pain back pain fractures bone weakness tooth decay not shortness of breath pale skin dizziness fatigue anemia,0,0,1,0,0,0,0,0,1,0
no pregnancy issues anemia,0,0,0,0,0,0,0,0,0,0
poor immunity frequent infections not joint stiffness muscle cramps fatigue anemia,0,0,0,0,0,1,0,0,0,1
sore throat fatigue eye irritation pregnancy issues anemia weakness poor diet,0,0,0,0,1,1,0,0,0,0
goiter neck enlargement fatigue hormone imbalance weight gain muscle weakness bone pain low sunlight back pain fractures mild headache after travel,1,0,0,0,0,0,0,0,1,0
without bone weakness brittle nails back pain bone pain low sunlight muscle weakness fractures,0,0,0,0,0,0,0,0,1,0
cracked lips eye irritation skin rash tooth decay muscle cramps frequent infections poor immunity general discomfort,0,0,1,0,1,0,0,0,0,1
not weak immunity joint pain bleeding gums sore throat skin rash fatigue general discomfort,0,0,0,0,1,0,0,0,0,0
no bone pain back pain fractures muscle weakness mild headache after travel,0,0,0,0,0,0,0,0,0,0
anemia poor diet general discomfort,0,0,0,0,0,1,0,0,0,0
cracked lips fatigue bleeding gums scurvy weak immunity slow healing joint pain,0,0,0,0,1,0,1,0,0,0
coordination issues immune weakness muscle weakness nerve damage vision problems mild headache after travel,0,1,0,0,0,0,0,0,0,0
not joint stiffness muscle cramps tooth decay brittle nails back pain bone pain low sunlight routine checkup,0,0,0,0,0,0,0,0,1,0
anemia poor diet,0,0,0,0,0,1,0,0,0,0
pale skin dizziness low hemoglobin frequent infections hair loss poor immunity loss of appetite patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,1
shortness of breath anemia pale skin dizziness fatigue low hemoglobin depression irritability thyroid swelling goiter hormone imbalance fatigue weight gain,1,0,0,1,0,0,0,1,0,0
low sunlight bone pain bone weakness joint stiffness brittle nails patient visited clinic yesterday,0,0,1,0,0,0,0,0,1,0
muscle weakness back pain bone pain low sunlight fractures slow healing scurvy weak immunity bleeding gums thyroid swelling fatigue routine checkup,1,0,0,0,0,0,1,0,1,0
dizziness shortness of breath pale skin low hemoglobin joint pain slow healing weak immunity scurvy bleeding gums routine checkup,0,0,0,1,0,0,1,0,0,0
not low hemoglobin fatigue anemia pale skin dizziness shortness of breath,0,0,0,0,0,0,0,0,0,0
fatigue poor diet bone weakness brittle nails muscle cramps tooth decay joint stiffness no back pain muscle weakness bone pain,0,0,1,0,0,1,0,0,0,0
weak immunity scurvy bleeding gums slow healing joint pain fractures bone pain tooth decay brittle nails general discomfort,0,0,1,0,0,0,1,0,1,0
without frequent infections hair loss poor immunity slow growth no prior illness reported,0,0,0,0,0,0,0,0,0,0
sore throat fatigue cracked lips skin rash eye irritation muscle cramps joint stiffness brittle nails no prior illness reported,0,0,1,0,1,0,0,0,0,0
shortness of breath low hemoglobin pale skin fatigue bone pain fractures low sunlight back pain no prior illness reported,0,0,0,1,0,0,0,0,1,0
sore throat eye irritation skin rash cracked lips mild headache after travel,0,0,0,0,1,0,0,0,0,0
thyroid swelling fatigue weight gain hormone imbalance slow healing bleeding gums no confusion nerve issues no prior illness reported,1,0,0,0,0,0,1,0,0,0
back pain bone pain fractures mild headache after travel,0,0,0,0,0,0,0,0,1,0
tooth decay brittle nails loss of appetite poor immunity slow growth without mood changes confusion depression,0,0,1,0,0,0,0,0,0,1
pregnancy issues fatigue weakness anemia,0,0,0,0,0,1,0,0,0,0
fractures back pain bone pain low sunlight,0,0,0,0,0,0,0,0,1,0
bone weakness muscle cramps brittle nails tooth decay no loss of appetite poor immunity frequent infections sore throat eye irritation cracked lips,0,0,1,0,1,0,0,0,0,0
confusion nerve issues mild headache after travel,0,0,0,0,0,0,0,1,0,0
not thyroid swelling fatigue neck enlargement weight gain hormone imbalance pale skin low hemoglobin fatigue anemia shortness of breath dizziness bone pain back pain muscle weakness general discomfort,0,0,0,1,0,0,0,0,1,0
scurvy joint pain weak immunity slow healing no hair loss poor immunity bone weakness muscle cramps tooth decay joint stiffness routine checkup,0,0,1,0,0,0,1,0,0,0
loss of appetite frequent infections poor immunity slow growth hair loss patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,1
joint pain scurvy frequent infections hair loss loss of appetite no prior illness reported,0,0,0,0,0,0,1,0,0,1
no fatigue shortness of breath anemia dizziness pale skin low hemoglobin no fatigue neck enlargement hormone imbalance routine checkup,0,0,0,0,0,0,0,0,0,0
fatigue weakness pregnancy issues eye irritation fatigue cracked lips skin rash muscle weakness fractures bone pain routine checkup,0,0,0,0,1,1,0,0,1,0
weakness fatigue poor diet pregnancy issues anemia tooth decay muscle cramps joint stiffness bone weakness brittle nails mild headache after travel,0,0,1,0,0,1,0,0,0,0
low hemoglobin anemia fatigue shortness of breath general discomfort,0,0,0,1,0,0,0,0,0,0
pregnancy issues poor diet anemia joint stiffness bone weakness tooth decay muscle cramps brittle nails mild headache after travel,0,0,1,0,0,1,0,0,0,0
weight gain fatigue confusion irritability mild headache after travel,1,0,0,0,0,0,0,1,0,0
brittle nails muscle cramps bone weakness tooth decay routine checkup,0,0,1,0,0,0,0,0,0,0
poor immunity frequent infections slow growth goiter fatigue thyroid swelling neck enlargement weight gain hormone imbalance immune weakness muscle weakness,1,1,0,0,0,0,0,0,0,1
no sore throat eye irritation cracked lips pregnancy issues anemia weakness patient visited clinic yesterday,0,0,0,0,0,1,0,0,0,0
not frequent infections poor immunity no eye irritation sore throat routine checkup,0,0,0,0,0,0,0,0,0,0
no nerve damage muscle weakness pale skin anemia shortness of breath sore throat fatigue general discomfort,0,0,0,1,1,0,0,0,0,0
mood changes nerve issues muscle cramps tooth decay joint stiffness,0,0,1,0,0,0,0,1,0,0
joint pain weak immunity slow healing no prior illness reported,0,0,0,0,0,0,1,0,0,0
not confusion nerve issues mood changes bleeding gums joint pain scurvy fatigue anemia routine checkup,0,0,0,0,0,1,1,0,0,0
joint stiffness bone weakness routine checkup,0,0,1,0,0,0,0,0,0,0
fatigue goiter neck enlargement hair loss frequent infections low hemoglobin dizziness pale skin anemia,1,0,0,1,0,0,0,0,0,1
no pregnancy issues poor diet,0,0,0,0,0,0,0,0,0,0
bone pain back pain low sunlight muscle weakness fractures anemia shortness of breath fatigue dizziness pale skin low hemoglobin,0,0,0,1,0,0,0,0,1,0
without low hemoglobin anemia dizziness shortness of breath fatigue pale skin no prior illness reported,0,0,0,0,0,0,0,0,0,0
scurvy bleeding gums bone pain fractures back pain pale skin low hemoglobin fatigue,0,0,0,1,0,0,1,0,1,0
low sunlight bone pain fractures back pain,0,0,0,0,0,0,0,0,1,0
skin rash fatigue eye irritation sore throat brittle nails bone weakness tooth decay frequent infections slow growth patient visited clinic yesterday,0,0,1,0,1,0,0,0,0,1
anemia pregnancy issues weakness joint stiffness bone weakness tooth decay muscle cramps,0,0,1,0,0,1,0,0,0,0
not nerve damage vision problems coordination issues,0,0,0,0,0,0,0,0,0,0
fatigue skin rash sore throat eye irritation vision problems muscle weakness routine checkup,0,1,0,0,1,0,0,0,0,0
muscle cramps tooth decay sore throat skin rash muscle weakness back pain patient visited clinic yesterday,0,0,1,0,1,0,0,0,1,0
coordination issues nerve damage thyroid swelling weight gain neck enlargement fatigue hormone imbalance goiter muscle weakness back pain general discomfort,1,1,0,0,0,0,0,0,1,0
hair loss slow growth loss of appetite,0,0,0,0,0,0,0,0,0,1
fractures low sunlight muscle weakness bleeding gums scurvy joint pain weak immunity nerve damage vision problems,0,1,0,0,0,0,1,0,1,0
fatigue thyroid swelling hormone imbalance goiter weight gain neck enlargement routine checkup,1,0,0,0,0,0,0,0,0,0
slow healing weak immunity brittle nails tooth decay muscle cramps goiter neck enlargement thyroid swelling,1,0,1,0,0,0,1,0,0,0
cracked lips fatigue sore throat skin rash slow growth hair loss poor immunity coordination issues vision problems immune weakness nerve damage routine checkup,0,1,0,0,1,0,0,0,0,1
hormone imbalance weight gain loss of appetite hair loss poor immunity frequent infections slow growth fatigue skin rash cracked lips sore throat eye irritation no prior illness reported,1,0,0,0,1,0,0,0,0,1
dizziness low hemoglobin pale skin,0,0,0,1,0,0,0,0,0,0
coordination issues vision problems muscle weakness immune weakness nerve damage patient visited clinic yesterday,0,1,0,0,0,0,0,0,0,0
dizziness pale skin shortness of breath anemia fatigue general discomfort,0,0,0,1,0,0,0,0,0,0
joint pain bleeding gums weak immunity slow healing scurvy anemia pregnancy issues poor diet fatigue weakness no prior illness reported,0,0,0,0,0,1,1,0,0,0
thyroid swelling neck enlargement fatigue hormone imbalance shortness of breath fatigue pale skin loss of appetite frequent infections poor immunity hair loss slow growth patient visited clinic yesterday,1,0,0,1,0,0,0,0,0,1
not weight gain thyroid swelling,0,0,0,0,0,0,0,0,0,0
poor diet anemia back pain fractures mood changes depression irritability confusion nerve issues mild headache after travel,0,0,0,0,0,1,0,1,1,0
bone pain muscle weakness no cracked lips fatigue routine checkup,0,0,0,0,0,0,0,0,1,0
sore throat eye irritation skin rash cracked lips patient visited clinic yesterday,0,0,0,0,1,0,0,0,0,0
pale skin shortness of breath general discomfort,0,0,0,1,0,0,0,0,0,0
bone weakness tooth decay brittle nails routine checkup,0,0,1,0,0,0,0,0,0,0
skin rash sore throat eye irritation fatigue general discomfort,0,0,0,0,1,0,0,0,0,0
eye irritation fatigue weight gain goiter hormone imbalance without bleeding gums slow healing weak immunity joint pain scurvy,1,0,0,0,1,0,0,0,0,0
nerve damage muscle weakness vision problems immune weakness coordination issues nerve issues mood changes low sunlight back pain muscle weakness fractures,0,1,0,0,0,0,0,1,1,0
tooth decay brittle nails joint pain weak immunity scurvy bleeding gums,0,0,1,0,0,0,1,0,0,0
frequent infections poor immunity loss of appetite slow growth hair loss immune weakness vision problems general discomfort,0,1,0,0,0,0,0,0,0,1
weakness anemia poor diet immune weakness vision problems muscle weakness no prior illness reported,0,1,0,0,0,1,0,0,0,0
without slow growth loss of appetite hair loss fatigue skin rash sore throat eye irritation slow healing joint pain routine checkup,0,0,0,0,1,0,1,0,0,0
tooth decay brittle nails joint stiffness general discomfort,0,0,1,0,0,0,0,0,0,0
weak immunity scurvy slow healing joint pain routine checkup,0,0,0,0,0,0,1,0,0,0
low sunlight bone pain no frequent infections loss of appetite slow growth joint pain bleeding gums scurvy slow healing weak immunity routine checkup,0,0,0,0,0,0,1,0,1,0
without slow growth loss of appetite without pale skin low hemoglobin anemia shortness of breath fatigue no prior illness reported,0,0,0,0,0,0,0,0,0,0
eye irritation cracked lips fatigue sore throat,0,0,0,0,1,0,0,0,0,0
cracked lips sore throat skin rash without mood changes nerve issues depression confusion,0,0,0,0,1,0,0,0,0,0
back pain low sunlight bone pain fractures tooth decay muscle cramps brittle nails bone weakness depression irritability mood changes patient visited clinic yesterday,0,0,1,0,0,0,0,1,1,0
no low sunlight back pain patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
anemia low hemoglobin joint stiffness tooth decay muscle cramps bone weakness brittle nails,0,0,1,1,0,0,0,0,0,0
anemia weakness brittle nails tooth decay muscle cramps not irritability confusion mild headache after travel,0,0,1,0,0,1,0,0,0,0
immune weakness muscle weakness vision problems,0,1,0,0,0,0,0,0,0,0
bone weakness joint stiffness brittle nails tooth decay general discomfort,0,0,1,0,0,0,0,0,0,0
not goiter hormone imbalance neck enlargement fatigue weight gain joint pain weak immunity no prior illness reported,0,0,0,0,0,0,1,0,0,0
pale skin anemia fatigue dizziness shortness of breath low hemoglobin weakness pregnancy issues poor diet anemia fatigue,0,0,0,1,0,1,0,0,0,0
neck enlargement thyroid swelling fatigue back pain muscle weakness bone pain low sunlight fractures,1,0,0,0,0,0,0,0,1,0
without fatigue pregnancy issues muscle weakness back pain,0,0,0,0,0,0,0,0,1,0
nerve damage coordination issues muscle weakness immune weakness vision problems no prior illness reported,0,1,0,0,0,0,0,0,0,0
not fatigue dizziness low hemoglobin anemia pale skin without confusion irritability,0,0,0,0,0,0,0,0,0,0
without irritability nerve issues depression no prior illness reported,0,0,0,0,0,0,0,0,0,0
pregnancy issues poor diet fatigue weakness,0,0,0,0,0,1,0,0,0,0
depression mood changes confusion general discomfort,0,0,0,0,0,0,0,1,0,0
without bone weakness muscle cramps joint stiffness general discomfort,0,0,0,0,0,0,0,0,0,0
shortness of breath dizziness general discomfort,0,0,0,1,0,0,0,0,0,0
nerve issues depression confusion general discomfort,0,0,0,0,0,0,0,1,0,0
pale skin low hemoglobin shortness of breath anemia not bone weakness brittle nails muscle cramps joint stiffness joint pain bleeding gums scurvy routine checkup,0,0,0,1,0,0,1,0,0,0
bleeding gums weak immunity joint pain scurvy sore throat skin rash cracked lips eye irritation fatigue mild headache after travel,0,0,0,0,1,0,1,0,0,0
fatigue anemia pregnancy issues weakness poor diet no prior illness reported,0,0,0,0,0,1,0,0,0,0
not shortness of breath fatigue pale skin anemia low hemoglobin dizziness no prior illness reported,0,0,0,0,0,0,0,0,0,0
low hemoglobin fatigue anemia pale skin shortness of breath dizziness no weight gain goiter,0,0,0,1,0,0,0,0,0,0
muscle weakness vision problems nerve damage immune weakness coordination issues no bleeding gums weak immunity thyroid swelling neck enlargement,1,1,0,0,0,0,0,0,0,0
without bleeding gums slow healing scurvy,0,0,0,0,0,0,0,0,0,0
hair loss loss of appetite slow growth frequent infections weak immunity scurvy joint pain bleeding gums slow healing,0,0,0,0,0,0,1,0,0,1
weak immunity joint pain slow healing scurvy general discomfort,0,0,0,0,0,0,1,0,0,0
anemia low hemoglobin pale skin not vision problems coordination issues nerve damage mild headache after travel,0,0,0,1,0,0,0,0,0,0
hair loss frequent infections poor immunity loss of appetite thyroid swelling hormone imbalance fatigue weight gain without fatigue poor diet,1,0,0,0,0,0,0,0,0,1
fatigue pregnancy issues poor diet anemia weakness fractures low sunlight,0,0,0,0,0,1,0,0,1,0
not back pain low sunlight fractures fatigue weakness pregnancy issues no prior illness reported,0,0,0,0,0,1,0,0,0,0
scurvy slow healing weak immunity joint pain muscle weakness immune weakness nerve damage vision problems coordination issues,0,1,0,0,0,0,1,0,0,0
without slow healing weak immunity bleeding gums nerve damage coordination issues immune weakness weakness fatigue poor diet routine checkup,0,1,0,0,0,1,0,0,0,0
coordination issues vision problems immune weakness nerve damage muscle weakness nerve issues confusion depression irritability no pregnancy issues anemia weakness poor diet patient visited clinic yesterday,0,1,0,0,0,0,0,1,0,0
not hormone imbalance fatigue weight gain goiter thyroid swelling general discomfort,0,0,0,0,0,0,0,0,0,0
weight gain hormone imbalance thyroid swelling goiter joint pain bleeding gums slow healing general discomfort,1,0,0,0,0,0,1,0,0,0
no confusion mood changes tooth decay muscle cramps general discomfort,0,0,1,0,0,0,0,0,0,0
cracked lips sore throat not dizziness anemia general discomfort,0,0,0,0,1,0,0,0,0,0
not fatigue poor diet weakness,0,0,0,0,0,0,0,0,0,0
low hemoglobin anemia dizziness brittle nails joint stiffness goiter fatigue neck enlargement,1,0,1,1,0,0,0,0,0,0
tooth decay joint stiffness bone weakness low hemoglobin shortness of breath fatigue coordination issues nerve damage immune weakness muscle weakness vision problems mild headache after travel,0,1,1,1,0,0,0,0,0,0
not joint pain slow healing scurvy immune weakness vision problems fatigue anemia weakness poor diet pregnancy issues,0,1,0,0,0,1,0,0,0,0
no fatigue poor diet anemia pregnancy issues,0,0,0,0,0,0,0,0,0,0
cracked lips skin rash eye irritation low sunlight fractures muscle weakness bone pain back pain no prior illness reported,0,0,0,0,1,0,0,0,1,0
back pain low sunlight fractures bone pain muscle weakness routine checkup,0,0,0,0,0,0,0,0,1,0
no depression irritability general discomfort,0,0,0,0,0,0,0,0,0,0
anemia pregnancy issues weakness poor diet fatigue cracked lips routine checkup,0,0,0,0,1,1,0,0,0,0
not low hemoglobin dizziness fatigue poor diet pregnancy issues no prior illness reported,0,0,0,0,0,1,0,0,0,0
depression confusion general discomfort,0,0,0,0,0,0,0,1,0,0
anemia poor diet fatigue bone pain back pain muscle weakness joint pain scurvy bleeding gums slow healing weak immunity,0,0,0,0,0,1,1,0,1,0
scurvy joint pain weak immunity bleeding gums slow healing fatigue poor diet anemia pregnancy issues not slow growth loss of appetite hair loss frequent infections poor immunity mild headache after travel,0,0,0,0,0,1,1,0,0,0
shortness of breath anemia low hemoglobin pale skin dizziness weak immunity joint pain slow healing bone weakness muscle cramps joint stiffness tooth decay,0,0,1,1,0,0,1,0,0,0
nerve issues mood changes confusion without poor immunity loss of appetite frequent infections back pain fractures no prior illness reported,0,0,0,0,0,0,0,1,1,0
no nerve issues mood changes shortness of breath low hemoglobin anemia,0,0,0,1,0,0,0,0,0,0
sore throat cracked lips bone weakness joint stiffness brittle nails tooth decay,0,0,1,0,1,0,0,0,0,0
no poor diet anemia fatigue weakness frequent infections loss of appetite general discomfort,0,0,0,0,0,0,0,0,0,1
not muscle weakness immune weakness coordination issues vision problems nerve damage anemia fatigue weakness no fatigue weight gain mild headache after travel,0,0,0,0,0,1,0,0,0,0
bleeding gums weak immunity joint pain depression mood changes irritability confusion loss of appetite hair loss slow growth frequent infections no prior illness reported,0,0,0,0,0,0,1,1,0,1
no low hemoglobin anemia shortness of breath dizziness pale skin,0,0,0,0,0,0,0,0,0,0
no mood changes depression nerve issues irritability,0,0,0,0,0,0,0,0,0,0
bone pain back pain low sunlight muscle weakness fractures no prior illness reported,0,0,0,0,0,0,0,0,1,0
muscle weakness back pain low sunlight weakness fatigue,0,0,0,0,0,1,0,0,1,0
sore throat cracked lips fatigue eye irritation mild headache after travel,0,0,0,0,1,0,0,0,0,0
not skin rash fatigue cracked lips muscle weakness low sunlight weakness poor diet fatigue patient visited clinic yesterday,0,0,0,0,0,1,0,0,1,0
bone weakness joint stiffness bone pain fractures low sunlight muscle weakness back pain,0,0,1,0,0,0,0,0,1,0
depression irritability confusion mood changes hair loss loss of appetite poor immunity frequent infections without tooth decay brittle nails joint stiffness bone weakness muscle cramps general discomfort,0,0,0,0,0,0,0,1,0,1
slow growth frequent infections loss of appetite patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,1
weak immunity slow healing scurvy joint pain,0,0,0,0,0,0,1,0,0,0
joint pain slow healing bleeding gums,0,0,0,0,0,0,1,0,0,0
goiter fatigue neck enlargement hormone imbalance thyroid swelling weight gain pregnancy issues poor diet anemia dizziness pale skin low hemoglobin shortness of breath fatigue mild headache after travel,1,0,0,1,0,1,0,0,0,0
no bleeding gums joint pain scurvy weak immunity patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
joint pain scurvy neck enlargement fatigue goiter hormone imbalance weight gain thyroid swelling frequent infections slow growth hair loss poor immunity loss of appetite no prior illness reported,1,0,0,0,0,0,1,0,0,1
coordination issues vision problems muscle weakness nerve damage general discomfort,0,1,0,0,0,0,0,0,0,0
fatigue sore throat cracked lips eye irritation anemia low hemoglobin dizziness mild headache after travel,0,0,0,1,1,0,0,0,0,0
tooth decay brittle nails fatigue pregnancy issues anemia not goiter fatigue thyroid swelling routine checkup,0,0,1,0,0,1,0,0,0,0
vision problems nerve damage muscle weakness immune weakness coordination issues brittle nails muscle cramps no prior illness reported,0,1,1,0,0,0,0,0,0,0
tooth decay joint stiffness bone weakness brittle nails,0,0,1,0,0,0,0,0,0,0
no vision problems nerve damage muscle weakness anemia poor diet fatigue pregnancy issues pale skin fatigue anemia general discomfort,0,0,0,1,0,1,0,0,0,0
mood changes nerve issues depression without immune weakness coordination issues muscle weakness vision problems fatigue low hemoglobin pale skin,0,0,0,1,0,0,0,1,0,0
anemia low hemoglobin no prior illness reported,0,0,0,1,0,0,0,0,0,0
without anemia pale skin,0,0,0,0,0,0,0,0,0,0
nerve damage coordination issues muscle weakness immune weakness,0,1,0,0,0,0,0,0,0,0
muscle weakness back pain bone pain fractures brittle nails muscle cramps joint stiffness bone weakness tooth decay routine checkup,0,0,1,0,0,0,0,0,1,0
pregnancy issues weakness fatigue poor diet anemia joint stiffness muscle cramps brittle nails bone weakness hormone imbalance thyroid swelling no prior illness reported,1,0,1,0,0,1,0,0,0,0
anemia dizziness low hemoglobin pale skin shortness of breath fatigue muscle weakness fractures back pain bone pain low sunlight irritability mood changes routine checkup,0,0,0,1,0,0,0,1,1,0
not weight gain neck enlargement fatigue goiter hair loss loss of appetite slow growth poor immunity cracked lips sore throat routine checkup,0,0,0,0,1,0,0,0,0,1
anemia poor diet weakness eye irritation skin rash sore throat,0,0,0,0,1,1,0,0,0,0
cracked lips fatigue sore throat skin rash poor immunity hair loss frequent infections mild headache after travel,0,0,0,0,1,0,0,0,0,1
without pregnancy issues weakness anemia fatigue poor diet routine checkup,0,0,0,0,0,0,0,0,0,0
without pale skin fatigue anemia low hemoglobin dizziness shortness of breath joint stiffness bone weakness muscle cramps tooth decay general discomfort,0,0,1,0,0,0,0,0,0,0
loss of appetite slow growth confusion mood changes irritability nerve issues depression,0,0,0,0,0,0,0,1,0,1
without back pain muscle weakness,0,0,0,0,0,0,0,0,0,0
without skin rash eye irritation fatigue cracked lips muscle weakness nerve damage no anemia pregnancy issues poor diet fatigue weakness no prior illness reported,0,1,0,0,0,0,0,0,0,0
muscle weakness fractures bone pain back pain thyroid swelling fatigue poor immunity loss of appetite slow growth frequent infections hair loss no prior illness reported,1,0,0,0,0,0,0,0,1,1
no fatigue thyroid swelling weight gain neck enlargement hormone imbalance goiter weak immunity bleeding gums back pain low sunlight bone pain fractures,0,0,0,0,0,0,1,0,1,0
coordination issues nerve damage vision problems muscle weakness depression irritability confusion mood changes without loss of appetite frequent infections poor immunity routine checkup,0,1,0,0,0,0,0,1,0,0
depression confusion irritability nerve issues mood changes,0,0,0,0,0,0,0,1,0,0
without shortness of breath pale skin anemia low hemoglobin fractures bone pain back pain low sunlight,0,0,0,0,0,0,0,0,1,0
fatigue eye irritation cracked lips sore throat skin rash general discomfort,0,0,0,0,1,0,0,0,0,0
low hemoglobin dizziness anemia pale skin shortness of breath general discomfort,0,0,0,1,0,0,0,0,0,0
slow healing joint pain bleeding gums weak immunity mood changes nerve issues general discomfort,0,0,0,0,0,0,1,1,0,0
cracked lips skin rash fatigue patient visited clinic yesterday,0,0,0,0,1,0,0,0,0,0
poor diet weakness pregnancy issues neck enlargement hormone imbalance goiter fatigue thyroid swelling weight gain general discomfort,1,0,0,0,0,1,0,0,0,0
fractures back pain muscle weakness dizziness fatigue slow growth frequent infections loss of appetite patient visited clinic yesterday,0,0,0,1,0,0,0,0,1,1
no immune weakness coordination issues muscle weakness nerve damage vision problems irritability nerve issues depression confusion bone weakness tooth decay brittle nails general discomfort,0,0,1,0,0,0,0,1,0,0
coordination issues nerve damage immune weakness vision problems muscle weakness,0,1,0,0,0,0,0,0,0,0
brittle nails joint stiffness without frequent infections slow growth hair loss poor immunity not low hemoglobin fatigue pale skin routine checkup,0,0,1,0,0,0,0,0,0,0
slow healing joint pain general discomfort,0,0,0,0,0,0,1,0,0,0
confusion depression irritability joint pain scurvy weak immunity bleeding gums slow growth poor immunity hair loss frequent infections routine checkup,0,0,0,0,0,0,1,1,0,1
